CIN,altitude,longitude,Speed,RPM,ENGINE_LOAD,AmbientAirTemp,ThrottlePos,X,Y,Z,zone,acc_angX,acc_angY,acc_angZ,Angle_Rot,TargetValue,time,trip_id
3,34.78979145,10.67171712,109.0,3039.0,91.8,26.0,88.2,-0.69,3.751,9.03,Nationale,-4.038148195217077,22.50814927196893,67.13098418225277,0.3501027815759059,agressif,2020-11-09 08:12:59,0
3,34.79065453,10.67250965,108.0,3028.0,92.2,26.0,88.2,-0.07200000000000001,3.366,9.025,Nationale,-0.4284518731918335,20.46175320699448,69.57140208254387,0.7851673190422233,agressif,2020-11-09 08:13:03,0
3,34.79153809,10.67331109,111.0,3110.0,91.8,26.0,87.8,-0.35100000000000003,3.411,8.854,Nationale,-2.119463473365476,21.06297281352303,68.85851161155033,0.16286242059697287,agressif,2020-11-09 08:13:07,0
3,34.7924311,10.67414369,113.0,3162.0,76.5,26.0,35.3,-0.468,3.604,8.613999999999999,Nationale,-2.8704891185573254,22.68341743013323,67.1534232328699,1.3855609698200482,agressif,2020-11-09 08:13:11,0
3,34.79334135,10.67498754,114.0,3193.0,65.1,26.0,31.4,-0.638,3.202,8.597999999999999,Nationale,-3.979494966860484,20.383162833095998,69.23584540777046,1.0365204430100476,agressif,2020-11-09 08:13:15,0
3,34.79422885,10.67585113,113.0,3172.0,6.7,26.0,18.0,-0.397,2.665,9.421,Nationale,-2.3229820996622146,15.788440739065509,74.07075825116674,4.5164892173341045,agressif,2020-11-09 08:13:19,0
3,34.79505564,10.67668529,110.0,3055.0,91.0,26.0,56.5,0.569,3.06,8.621,Nationale,3.5606958950668033,19.511199942211626,70.17847468871726,4.415693647971793,agressif,2020-11-09 08:13:23,0
3,34.79578919,10.67755243,91.0,2526.0,0.0,26.0,16.9,0.162,2.52,9.385,Nationale,0.9554965747376434,15.03438221507443,74.97189515183516,3.575501563299781,agressif,2020-11-09 08:13:27,0
3,34.79632371,10.67829319,67.0,1865.0,0.0,26.0,15.3,-0.1,1.524,9.687,Nationale,-0.5845109747581484,8.944042981012863,81.07461042509775,9.8021337814766,agressif,2020-11-09 08:13:31,0
3,34.79659492,10.67872323,48.0,843.0,13.3,26.0,13.7,0.274,1.631,10.033,Nationale,1.5447448705501243,9.233952816303633,80.67354196005726,7.938253854773308,agressif,2020-11-09 08:13:35,0
3,34.79670147,10.67898128,25.0,842.0,13.7,26.0,14.1,-0.199,2.36,9.434,Nationale,-1.1727948646188568,14.047753107642984,75.93941127808684,24.276912257391015,agressif,2020-11-09 08:13:39,0
3,34.79675379,10.67918362,26.0,3222.0,70.6,26.0,28.6,-0.929,3.177,9.664,Urbaine,-5.220086182029706,18.127688808763896,71.12308000145644,5.419453748119587,agressif,2020-11-09 08:13:42,0
3,34.79692171,10.67939266,29.0,2359.0,39.2,27.0,22.0,0.332,3.814,8.765,Nationale,1.990048144437967,23.510684431165355,66.43307580740549,19.308614185660108,agressif,2020-11-09 08:13:47,0
3,34.79717052,10.67964857,33.0,2570.0,9.0,27.0,17.3,-0.274,5.2970000000000015,7.9689999999999985,Nationale,-1.6408832384749927,33.610614384738824,56.376506779581966,1.039332409657035,agressif,2020-11-09 08:13:51,0
3,34.79740699,10.68015834,52.0,4198.0,100.0,27.0,87.8,-0.536,4.414,8.572000000000001,Nationale,-3.1832452314320965,27.21142665862887,62.61001071183241,1.2506635869059581,agressif,2020-11-09 08:13:55,0
3,34.79772368,10.68087481,63.0,3106.0,97.6,27.0,88.2,0.02,4.368,8.686,Nationale,0.1179125084586642,26.708050454012927,63.3296928421153,1.0235589524774866,agressif,2020-11-09 08:13:59,0
3,34.79806703,10.68169984,76.0,3739.0,92.2,27.0,88.2,-0.603,3.901,8.708,Nationale,-3.6175403042943945,24.090460941833648,65.6429883323612,0.751327720292764,agressif,2020-11-09 08:14:03,0
3,34.79846007,10.68259866,90.0,3145.0,92.9,27.0,88.2,-0.239,3.494,8.097999999999999,Nationale,-1.5529164677767011,23.339276294511308,66.6409902116403,1.915481739503349,agressif,2020-11-09 08:14:07,0
3,34.79890739,10.68358613,96.0,3390.0,94.1,27.0,88.2,-0.695,3.975,8.776,Nationale,-4.12782572105134,24.31069348331578,65.33411953232553,8.609008232360125,agressif,2020-11-09 08:14:11,0
3,34.7993321,10.68461376,96.0,3351.0,9.0,27.0,18.8,-1.118,3.4560000000000004,8.588,Nationale,-6.889143722591922,21.763901828363718,67.10219134448074,3.1620066610465685,agressif,2020-11-09 08:14:15,0
