CIN,altitude,longitude,Speed,RPM,ENGINE_LOAD,AmbientAirTemp,ThrottlePos,X,Y,Z,zone,acc_angX,acc_angY,acc_angZ,Angle_Rot,TargetValue,time,trip_id
3,34.76207665,10.69274697,1.5937138889555795,650.8617058009215,23.970643848134593,46.57274261663247,17.16794692370206,-0.623,3.143,9.35,Urbaine,-3.6154239102558012,18.549600321580986,71.11398195432294,146.97094296777917,agressif,2020-08-26 14:49:29,0
3,34.76203851,10.69297516,-0.3951742259922807,546.9902290717273,40.31212159198032,47.427252336261404,21.997315485020305,-0.665,3.125,9.309,Urbaine,-3.875918619764789,18.52060515318791,71.08713549203323,114.20853404160522,agressif,2020-08-26 14:49:33,0
3,34.76202954,10.69295457,0.0,838.0,48.94753853983589,48.0,25.528026303828398,0.101,3.402,9.213,Urbaine,0.5894601311497318,20.274661346699823,69.75405854694182,11.627482360986932,agressif,2020-08-26 14:49:36,0
3,34.76199613,10.69299135,10.0,1929.0,34.5,48.0,24.7,-0.278,5.5520000000000005,8.361,Urbaine,-1.5872974547131682,33.58517398525093,56.405199164117406,2.106902457761265,agressif,2020-08-26 14:49:39,0
3,34.76184157,10.69325245,28.0,3221.0,0.0,48.0,18.4,-0.784,1.159,7.037000000000001,Urbaine,-6.275992529736653,9.300126178368274,78.78707678559164,3.7851485277221,agressif,2020-08-26 14:49:43,0
3,34.76168010000001,10.69350367,22.0,1701.0,0.0,48.0,15.3,0.039,2.268,9.418,Urbaine,0.23076425958828345,13.54551468501692,76.49049011133442,1.1813766027120494,agressif,2020-08-26 14:49:47,0
3,34.76152882,10.6937772,25.0,2024.0,9.0,48.0,16.9,0.317,4.22,8.815,Urbaine,1.858586659136914,25.578201665964432,64.38255647986406,4.819847729878461,agressif,2020-08-26 14:49:51,0
3,34.76136306,10.69409207,32.0,2625.0,10.6,48.0,16.1,-0.281,1.874,9.873,Urbaine,-1.6023760830547522,10.74778505262604,79.1686526708103,3.3971652160007584,agressif,2020-08-26 14:49:55,0
3,34.76119493,10.69435513,31.0,2557.0,96.5,48.0,88.2,0.496,4.373,8.716000000000001,Urbaine,2.913011843217214,26.618020243688587,63.23577788061061,1.0578126381711854,agressif,2020-08-26 14:49:59,0
3,34.7610436,10.69462605,22.0,2029.0,10.6,48.0,16.5,-0.8490000000000001,4.902,8.632,Urbaine,-4.890460478239686,29.48585248517281,60.068759228437955,5.184012529965656,agressif,2020-08-26 14:50:03,0
3,34.76085649,10.69497605,35.0,2860.0,77.3,48.0,32.2,0.5770000000000001,3.947,9.11,Urbaine,3.3275100559043236,23.393237755333928,66.38111097175404,3.6299463384380735,agressif,2020-08-26 14:50:07,0
3,34.76064472,10.69529828,48.0,3790.0,61.2,48.0,69.8,-0.192,3.426,9.353,Urbaine,-1.1047463829058772,20.122366301969482,69.88273684407146,6.5253317618645506,agressif,2020-08-26 14:50:10,0
3,34.76036366,10.69579137,51.0,2483.0,91.0,47.0,87.8,0.639,4.3439999999999985,8.667,Urbaine,3.7726358415207737,26.569621157363876,63.15968013713865,8.759362242100835,agressif,2020-08-26 14:50:14,0
3,34.76002639,10.69625205,51.0,2468.0,9.4,47.0,17.3,0.141,4.394,9.207,Urbaine,0.7921768916647355,25.520775765537454,64.50318980500775,2.83712665387921,agressif,2020-08-26 14:50:18,0
3,34.75978466,10.69671742,45.0,2120.0,16.5,47.0,16.5,0.875,4.224,7.637,Urbaine,5.727761577163875,28.801044846077065,60.566133387369526,1.2312112587849526,agressif,2020-08-26 14:50:22,0
