CIN,altitude,longitude,Speed,RPM,ENGINE_LOAD,AmbientAirTemp,ThrottlePos,X,Y,Z,zone,acc_angX,acc_angY,acc_angZ,Angle_Rot,TargetValue,time,trip_id
3,34.82721145,10.71823676,108.0,3041.0,66.3,33.0,31.0,-0.8059999999999999,9.061,2.403,Nationale,-4.91630685420775,74.40391168304637,14.80347489044041,0.7159619102141049,agressif,2020-09-28 16:55:03,0
3,34.82619082,10.71689018,107.0,3012.0,63.5,33.0,30.6,-0.12,9.831,2.325,Nationale,-0.6808502338366714,76.70953793650445,13.310464342698555,0.9690882717862904,agressif,2020-09-28 16:55:08,0
3,34.82549336,10.71594569,105.0,2935.0,38.0,33.0,24.7,0.15,8.67,4.222,Nationale,0.8915270496088453,64.04830290961803,25.97213284472856,0.9805627810341946,agressif,2020-09-28 16:55:12,0
3,34.82461113,10.71479233,103.0,2891.0,59.2,33.0,25.5,0.101,9.155,3.111,Nationale,0.5987199534588932,71.25241618218485,18.77536724709576,1.8670377114684695,agressif,2020-09-28 16:55:17,0
3,34.82394227,10.71388619,100.0,2796.0,40.0,33.0,24.3,-0.005,10.047,2.434,Nationale,-0.027723957673154137,76.41408029855161,13.623935853931412,3.787641927195296,agressif,2020-09-28 16:55:21,0
3,34.82330233,10.71295735,98.0,2764.0,76.1,33.0,32.5,0.258,10.255,2.697,Nationale,1.394382880106544,75.23270655480295,14.736530721282639,1.0708102538067124,agressif,2020-09-28 16:55:25,0
3,34.82271684,10.71197432,103.0,2880.0,69.0,33.0,29.0,-0.02,10.069,2.449,Nationale,-0.11062904461454612,76.36168226413527,13.67589829434665,2.5743187044318745,agressif,2020-09-28 16:55:29,0
3,34.82213233,10.71094986,102.0,2867.0,52.5,33.0,26.7,-0.555,10.337,2.383,Nationale,-2.996159056705449,76.71555079578164,12.969102749346115,0.9794157185201301,agressif,2020-09-28 16:55:33,0
3,34.82158934,10.70989026,104.0,2929.0,94.5,33.0,87.8,-0.477,9.981,2.651,Nationale,-2.645692152800688,74.92903125052912,14.864666909243738,0.20360166273573554,agressif,2020-09-28 16:55:37,0
3,34.82101709,10.70881908,105.0,2949.0,54.9,33.0,28.2,-0.742,9.394,1.261,Nationale,-4.478130717438309,81.18165602435072,7.625138365529777,0.9174023800422048,agressif,2020-09-28 16:55:41,0
3,34.82044455,10.70775646,105.0,2943.0,57.3,33.0,29.4,-0.333,10.064,1.989,Nationale,-1.8599748946132653,78.70206877127177,11.178350498239237,0.3880440995164065,agressif,2020-09-28 16:55:45,0
3,34.81984758,10.70668976,107.0,3000.0,72.2,33.0,30.2,-0.182,9.389,3.087,Nationale,-1.0554052193537415,71.8005271258439,18.204795915549248,1.2484705295697154,agressif,2020-09-28 16:55:49,0
3,34.81924535,10.70559635,107.0,3002.0,70.2,33.0,32.2,-0.253,10.255,3.509,Nationale,-1.3377328040731706,71.09485417028364,18.892285304196626,0.7794665426435188,agressif,2020-09-28 16:55:53,0
