CIN,altitude,longitude,Speed,RPM,ENGINE_LOAD,AmbientAirTemp,ThrottlePos,X,Y,Z,zone,acc_angX,acc_angY,acc_angZ,Angle_Rot,TargetValue,time,trip_id
2,34.74616471,10.7652619,0.0,852.0,17.3,44.0,14.1,1.126,9.463,2.33,Urbaine,6.593459134135115,74.73704926674789,13.744936346458525,152.334056860651,normal,2020-10-10 20:44:49,0
2,34.74616583,10.76525986,0.0,838.0,16.9,44.0,14.1,1.133,9.529,2.339,Urbaine,6.589692701052513,74.77566575179638,13.704201168402305,106.73849819479805,normal,2020-10-10 20:44:53,0
2,34.74616582,10.76526038,0.0,843.0,16.5,44.0,14.1,1.195,9.409,2.305,Urbaine,7.035358236099807,74.60502267214231,13.665328117545366,98.51661246100176,normal,2020-10-10 20:44:57,0
2,34.74616495,10.7652601,0.0,847.0,16.1,44.0,14.5,1.057,9.415,2.6260000000000003,Urbaine,6.174594826174173,73.29685949440342,15.498609804903044,12.18599740230546,normal,2020-10-10 20:45:01,0
2,34.74616473,10.76526144,0.0,844.0,16.9,44.0,14.1,0.965,9.684,2.313,Urbaine,5.538305516212086,75.52205011422069,13.37511574998354,16.85987240418706,normal,2020-10-10 20:45:05,0
2,34.74616476,10.76526204,0.0,845.0,16.1,44.0,14.5,1.031,9.468,2.589,Urbaine,5.9987195242691635,73.63028105104955,15.214243257326753,29.184600900438625,normal,2020-10-10 20:45:09,0
2,34.74616495,10.76526257,0.0,834.0,16.9,45.0,14.5,1.118,9.527,2.311,Urbaine,6.50884558182964,74.95048941838508,13.551318892493649,43.66777932090535,normal,2020-10-10 20:45:13,0
2,34.74616494,10.76526263,0.0,837.0,16.5,45.0,14.1,0.945,9.64,2.303,Urbaine,5.448757790788598,75.55270304351231,13.380013077399493,77.44463091414744,normal,2020-10-10 20:45:17,0
2,34.74616434,10.76526308,0.0,838.0,16.1,45.0,14.5,0.8140000000000001,9.488,2.112,Urbaine,4.788972241000651,76.61480283275341,12.510069950106885,27.038783489591907,normal,2020-10-10 20:45:21,0
2,34.7461838,10.76530615,6.0,1343.0,22.7,45.0,18.0,1.352,9.566,3.102,Urbaine,7.660285086355058,70.5493338648824,17.808438845953614,19.894074942265703,normal,2020-10-10 20:45:25,0
2,34.74618317,10.76531939,1.0,1417.0,16.5,45.0,20.0,0.542,9.885,0.716,Urbaine,3.131555506959408,84.84502932890847,4.138425621058434,9.534251777330953,normal,2020-10-10 20:45:29,0
2,34.74621746,10.76543037,10.0,1459.0,18.4,45.0,20.0,1.97,9.689,2.948,Urbaine,11.012297055849292,69.92967757322404,16.609594892430994,0.5257540032985233,normal,2020-10-10 20:45:33,0
2,34.7462655,10.76552587,9.0,1911.0,85.9,45.0,31.0,0.259,9.383,1.026,Urbaine,1.5724407950928707,83.60087191375897,6.240591220175397,24.670269554400967,normal,2020-10-10 20:45:37,0
2,34.74635827,10.76570615,19.0,1500.0,17.3,45.0,19.6,0.634,9.483,2.553,Urbaine,3.6953289815040575,74.52769915335101,15.042152991235092,20.782155188989478,normal,2020-10-10 20:45:41,0
2,34.74653145,10.76584194,22.0,1769.0,40.4,44.0,20.8,0.8340000000000001,9.568,1.802,Urbaine,4.898051446965719,78.30896986033127,10.631049306260332,1.3970127199978606,normal,2020-10-10 20:45:45,0
2,34.74677702,10.76591851,28.0,2250.0,41.2,44.0,22.7,1.041,9.403,2.713,Urbaine,6.074308034728777,72.85775824229543,16.00821915523335,3.182850569068158,normal,2020-10-10 20:45:49,0
2,34.74709225,10.7660253,33.0,1623.0,80.0,44.0,29.8,0.894,9.518,2.3040000000000003,Urbaine,5.218318555524632,75.47636162391548,13.555996548725544,0.6369689069246682,normal,2020-10-10 20:45:53,0
2,34.74745591,10.76612637,39.0,1877.0,36.9,43.0,19.6,1.509,9.318,2.065,Urbaine,8.988378578621852,74.68304839302918,12.345068476634118,1.6427843441396952,normal,2020-10-10 20:45:57,0
2,34.7478283,10.76623434,38.0,1867.0,12.2,43.0,18.4,0.221,9.574,3.134,Urbaine,1.2572777383813174,71.86271408204921,18.128743638707455,6.32272195127979,normal,2020-10-10 20:46:01,0
2,34.74819031,10.76635065,39.0,1889.0,35.7,43.0,20.8,1.127,9.833,1.591,Urbaine,6.457870513362383,78.81797519368583,9.136015167590976,2.2501668512510555,normal,2020-10-10 20:46:05,0
2,34.74855166,10.76651255,37.0,1751.0,9.0,43.0,15.3,1.388,9.318,3.732,Urbaine,7.8762831832981375,66.8903463475072,21.61984609909642,1.5008136515299206,normal,2020-10-10 20:46:09,0
2,34.74880219,10.76663683,24.0,1147.0,14.9,43.0,16.9,0.039,9.567,2.046,Urbaine,0.2284976044316235,77.95937094835983,12.076447695649849,0.3028307786695734,normal,2020-10-10 20:46:13,0
2,34.74906961,10.76676087,27.0,1516.0,18.4,43.0,14.9,0.809,9.571,1.38,Urbaine,4.784307908860475,80.54559898911445,8.179376187600253,0.19000720118640047,normal,2020-10-10 20:46:17,0
2,34.74939008,10.76691158,35.0,1720.0,68.2,43.0,23.5,0.6759999999999999,9.833,2.488,Urbaine,3.8146065680292462,75.33967629891981,14.173179885988267,0.3785518339276592,normal,2020-10-10 20:46:21,0
2,34.74973111,10.76707058,38.0,1841.0,23.9,43.0,18.4,1.759,6.693,0.754,Urbaine,14.642635562465784,74.07398904056454,6.220765871246058,1.9781974752783145,normal,2020-10-10 20:46:25,0
2,34.7500189,10.76720245,33.0,1441.0,43.9,43.0,20.8,1.085,9.703,1.717,Urbaine,6.286205362337199,78.21027833241473,9.978238675162956,0.8696916335223079,normal,2020-10-10 20:46:29,0
2,34.75031304,10.76734972,30.0,1445.0,4.3,43.0,14.9,0.841,9.739,2.237,Urbaine,4.812834058304107,76.24477837091072,12.895257827328575,0.2667383921925577,normal,2020-10-10 20:46:33,0
2,34.75060733,10.76749152,33.0,1637.0,34.1,43.0,15.3,0.631,9.503,1.682,Urbaine,3.7424732729365804,79.32854824346462,10.019839749766914,0.3649521120095365,normal,2020-10-10 20:46:37,0
2,34.75093964,10.76765355,36.0,1751.0,43.9,43.0,18.0,1.082,9.634,2.504,Urbaine,6.206260039458977,74.22241642406654,14.48847058862607,2.085220174720618,normal,2020-10-10 20:46:41,0
2,34.751268200000005,10.76781635,37.0,1761.0,35.3,43.0,18.0,0.255,9.323,2.28,Urbaine,1.5225618726948114,76.20747194038913,13.743189305340977,1.419203389555438,normal,2020-10-10 20:46:45,0
2,34.75155087,10.76794382,33.0,1604.0,0.0,43.0,14.9,1.4469999999999998,9.341,3.725,Urbaine,8.191515026017111,66.8665091419749,21.517466109113307,1.4326543324646543,normal,2020-10-10 20:46:49,0
2,34.75174002,10.76803482,25.0,1980.0,56.1,43.0,24.7,0.226,9.521,2.122,Urbaine,1.3277833842010731,77.3994365123057,12.566368969056482,1.7712148244344448,normal,2020-10-10 20:46:53,0
2,34.75197753,10.76815649,26.0,2117.0,17.6,43.0,15.3,0.508,9.729,2.46,Urbaine,2.8991703174846983,75.55503484492809,14.177415859088638,1.1089572785150708,normal,2020-10-10 20:46:57,0
2,34.75223521,10.76827859,30.0,2398.0,45.9,43.0,24.7,0.826,9.937,2.505,Urbaine,4.610143532543876,75.16602216506229,14.108068467037613,0.9876241234870732,normal,2020-10-10 20:47:01,0
2,34.75257996,10.76843385,36.0,1772.0,46.3,43.0,21.6,0.52,9.513,2.478,Urbaine,3.029226622480544,75.1274772748825,14.585604491705803,0.1703511986715398,normal,2020-10-10 20:47:05,0
2,34.75292329999999,10.76859565,38.0,1859.0,6.3,43.0,15.3,0.935,9.385,3.21,Urbaine,5.387382342344027,70.42134786411431,18.803965333700273,1.0293978204469028,normal,2020-10-10 20:47:09,0
2,34.75325179,10.76874926,32.0,1696.0,12.2,43.0,14.9,0.737,9.454,2.912,Urbaine,4.262596345116862,72.4039970433037,17.078209244714962,1.3876424671056355,normal,2020-10-10 20:47:13,0
2,34.75352918,10.7688851,29.0,1367.0,5.9,43.0,15.3,0.752,9.329,3.74,Urbaine,4.28071720355813,67.78780695857974,21.791067284215533,1.6559712524460473,normal,2020-10-10 20:47:17,0
2,34.75372256,10.76897406,15.0,842.0,16.1,43.0,14.1,1.241,9.307,3.5580000000000003,Urbaine,7.102597529807131,67.98670333808799,20.762426735058018,173.89759282195854,normal,2020-10-10 20:47:21,0
2,34.75375147,10.76898636,0.0,840.0,16.5,43.0,14.1,0.722,9.552,2.491,Urbaine,4.184939878288957,74.8411054611724,14.582594258484185,53.38332023408657,normal,2020-10-10 20:47:26,0
2,34.75375019,10.76898597,0.0,848.0,17.3,43.0,14.5,0.688,9.587,2.452,Urbaine,3.978819495134122,75.15525597635659,14.317355091616244,109.67135636807078,normal,2020-10-10 20:47:30,0
2,34.75374945,10.7689839,0.0,856.0,15.7,44.0,14.5,0.7829999999999999,9.546,2.548,Urbaine,4.5331003300915285,74.42976190073263,14.903368261739653,102.00229494044146,normal,2020-10-10 20:47:34,0
2,34.75374994,10.7689839,0.0,846.0,16.5,44.0,14.1,0.733,9.537,2.448,Urbaine,4.259341156709138,75.03196445896161,14.361624076807807,104.30023448110552,normal,2020-10-10 20:47:38,0
2,34.75374967,10.76898517,0.0,836.0,16.1,44.0,14.1,0.6709999999999999,9.637,2.312,Urbaine,3.8750098614166544,76.00621340169327,13.465079566534751,53.814532295586154,normal,2020-10-10 20:47:42,0
2,34.75374617,10.76898344,0.0,842.0,16.9,44.0,14.5,0.7340000000000001,9.428,2.588,Urbaine,4.2953006218703536,74.10637085235831,15.31203037286075,125.71307224482605,normal,2020-10-10 20:47:46,0
2,34.75374569,10.76898369,0.0,841.0,16.9,44.0,14.5,0.682,9.617,2.307,Urbaine,3.9465197407840353,75.9877574647502,13.462775513073248,167.01240099736074,normal,2020-10-10 20:47:49,0
2,34.75374896,10.76898534,0.0,843.0,16.9,44.0,14.1,0.733,9.491,2.516,Urbaine,4.27115936337841,74.5959341109248,14.811334327365653,48.92056360291628,normal,2020-10-10 20:47:53,0
2,34.75374765,10.76898425,0.0,844.0,16.9,45.0,14.5,0.664,9.642,2.334,Urbaine,3.8308464317188453,75.90574812185588,13.582383061937357,115.92980280508331,normal,2020-10-10 20:47:57,0
