Vmoy,RPMMoy,VVAR,VRPM,Target
49.3,23.963,0.6749485577105528,19.84971312415147,normal
49.0,23.809,1.4907119849998598,74.53776075102994,normal
45.4,22.061,3.6575644598253874,168.69594607524576,normal
27.6,16.934,11.29601699715435,729.0462872060243,normal
35.0,23.141,6.765927710061479,242.88472345721723,normal
42.7,20.729,3.917198545446024,193.79052264408256,normal
33.38308434846071,16.499249751114366,12.064312933054634,522.0427576907439,normal
10.3,13.119000000000002,12.1385519912568,624.9340320741418,normal
38.0,20.98,9.3571125650788,478.5306213353076,normal
33.0,19.88,8.498365855987975,204.6623235152642,normal
42.4,21.5,9.57078889120432,445.7869446271391,normal
36.6,17.939,3.0983866769659336,158.79718021565887,normal
26.1,15.749,15.314843924912994,601.5881666241635,normal
32.9,20.471,12.33288287465668,629.0936072371636,normal
25.6,22.217,7.82020175926143,462.1103884475127,normal
15.5,15.385,5.778311941119905,576.9903234312802,normal
30.3,19.152,5.121848624601603,266.0362548392397,normal
31.7,15.414000000000001,6.074537019394976,275.4177433161003,normal
30.9,15.45,11.761046816598522,443.0485300731738,normal
23.0,18.38,3.5901098714230026,277.21391659791465,normal
54.6,26.075,17.494125998301385,354.7372266904053,normal
83.8,24.043000000000003,4.366539438350084,114.92514471989534,normal
86.4,24.151,1.9550504398153572,57.390378597423066,normal
60.5,19.963,29.06028217344078,651.4728697344195,normal
43.4,22.546,7.933053216343209,525.3875183561601,normal
48.1,23.41,2.8848262031225076,139.31259813814398,normal
47.9,23.151,1.8529256146249728,80.99032864072927,normal
37.5,20.15,8.959786703810408,524.2541792341234,normal
46.8,22.691,6.37355648144913,290.8785351692734,normal
38.6,20.427,9.628660919936433,388.13057653893287,normal
31.0,21.822,4.189935029992179,420.1790094709635,normal
41.1,19.857,4.794672969962486,230.45995072656092,normal
17.9,13.975999999999999,12.323870243465636,562.8645386670659,normal
29.1,18.708,11.532080856848381,395.7352650447013,normal
35.6,17.208,8.154071920757684,400.1485279798545,normal
35.6,16.904,5.758086101783782,257.9402170185091,normal
37.0,21.314,5.557777333511022,413.88892766591914,normal
45.2,21.886999999999997,2.250925735484551,108.48968204908294,normal
43.2,21.035999999999998,4.2895221179054435,209.6007845617208,normal
36.0,20.766,7.102425250887506,502.8061698551883,normal
48.4,23.613000000000003,2.6331223544175333,129.68341794111106,normal
35.1,18.867,16.353389047330015,707.4778441760561,normal
37.7,19.583,8.525126261691247,320.07014856121776,normal
26.1,22.171999999999997,15.132378824523554,379.51571479686817,normal
38.1,18.319000000000003,7.723700897597961,395.94428620423076,normal
42.8,20.416,9.413937657655389,523.1928049114505,normal
25.3,18.285999999999998,6.307843442008441,612.2169550085982,normal
40.1,21.342,7.694875639743056,263.30117947155327,normal
46.0,22.383000000000003,1.3333333333333333,61.68387147383017,normal
41.8,21.921,7.004760286167305,520.8408692788145,normal
30.24444088359807,17.238113791974115,26.2180745131053,769.5677839458415,normal
19.9,17.157,5.8395205282625735,570.203871922627,normal
22.3,12.674000000000001,12.46372514316825,479.2295205153094,normal
7.8,15.18,8.038794823990859,1095.7815070127397,normal
21.3,19.062,9.557428756964105,549.1993768710554,normal
15.5,14.429,8.396427811873332,538.9909193215699,normal
15.206716333340049,11.599627095603537,2.9349229821043163,207.9941413962989,normal
38.3,20.994,9.499122766515512,666.9219844429582,normal
36.3,20.971,7.972870666621067,786.4791372524343,normal
7.625563451455685,11.529165105383095,13.233215366620094,404.5396676086527,normal
19.7,18.636,11.025727489225673,822.8711523278315,normal
5.4,14.742,4.6475800154489,468.3976942727195,normal
17.75166881386005,13.968842323830916,12.862817644064465,550.7330822863094,normal
30.4,23.935,4.671426144361294,511.1871259898647,normal
37.8,22.95,16.611910051392513,969.2545818537277,normal
35.2,23.558000000000003,10.3150375665821,481.53822970421226,normal
26.5,14.568,13.656500283747663,460.9781387923341,normal
26.0,19.179000000000002,18.372685039360892,914.5291988534623,normal
49.1,23.85,2.64365067451978,135.62857778179017,normal
41.3,21.531,6.766748767974831,502.19439573845415,normal
47.5,23.145,4.196559437338057,180.0359531994775,normal
43.8,21.205,6.088240030309799,291.33304729200296,normal
41.8,19.563,9.65861733836106,609.6691361349659,normal
21.6,20.796,15.064306599818437,757.7845193574343,normal
44.4,21.412,5.295700562196133,252.85208675780743,normal
38.2,19.846,6.663332499583072,263.8030410068171,normal
32.8,20.476,5.028805910838963,450.99598421469096,normal
23.2,22.811,11.96104789166345,450.47196237822493,normal
40.7,19.774,3.653004851412662,176.78247776418465,normal
18.6,11.591,15.18917743365687,437.04981917905474,normal
28.7,18.021,11.106054404893056,412.50816826929486,normal
14.8,13.004000000000001,11.923832344417535,455.3141040351521,normal
43.9,21.506,2.2335820757001272,75.21111029037606,normal
45.3,22.069000000000003,1.3374935098492586,65.0170063222778,normal
46.3,22.506,2.057506581601462,91.92291456553268,normal
48.2,23.303,3.0477678535099892,156.12320633254865,normal
29.7,15.591,12.910374811669016,390.32250198464806,normal
15.4,14.401,9.395034149308168,421.82525344559974,normal
39.7,19.371,5.437523946307424,249.73784032238464,normal
39.6,19.305999999999997,7.974960814950754,386.59947692095443,normal
47.4,22.956,2.503331114069145,132.82921365422592,normal
42.5,20.651,7.863417408056966,380.44402420797144,normal
45.2,21.951,1.9888578520235065,99.1647898982071,normal
45.1,21.866999999999997,0.7378647873726218,30.40486072251533,normal
33.9,18.194000000000003,10.774970997640782,448.9217204715217,normal
36.9,17.722,3.6040101122068027,192.6486727468194,normal
35.4,21.075,6.328067986711619,388.7264819610027,normal
36.4,19.434,7.275529763071094,206.03462492179963,normal
33.4,25.337,3.3065591380365986,419.3447401734176,normal
29.5,23.505,2.273030282830976,182.68871521434122,normal
35.8,18.13,2.6583202716502514,262.7757810588927,normal
32.3,18.373,11.025727489225673,379.2319870475063,normal
21.4,19.316,8.909420731886994,578.6912821185402,normal
40.8,21.709,6.892830413633511,350.1029848487442,normal
31.9,21.45,8.736259051918173,411.71403236280935,normal
31.7,18.452,7.513691207093592,343.9644038430592,normal
35.3,17.207,5.598610938835137,264.27849368085595,normal
35.1,18.925,10.52457441736561,332.39710187264467,normal
33.5,19.403,6.346477588219924,453.2948635638102,normal
28.0,16.28,14.228297313608698,595.525538215337,normal
35.3,20.29,16.234736421225527,476.1675708776854,normal
35.1,20.305,15.975328200419268,546.8488009597453,normal
47.4,23.191,14.796395957574713,364.6674131619416,normal
79.3,23.249000000000002,3.8600518131237562,172.93315985599114,normal
82.4,23.549,9.605553948974867,160.0857062118081,normal
45.7,20.364,17.09483352751156,849.9503514911916,normal
84.5,24.099,5.622375931144333,79.28212633094269,normal
76.5,21.351,11.147994338793762,317.62502350343175,normal
85.7,24.043000000000003,2.94580681270476,88.01268847918085,normal
49.4,19.545,15.847888047167533,484.7187615285567,normal
71.4,26.27,10.564090116995406,181.10463519437843,normal
56.0,19.47,13.976170195491086,417.4169245357558,normal
62.1,17.488,15.849640724985255,458.48659255812004,normal
69.0,26.503,10.044346115546242,131.37566999511998,normal
80.1,28.107,2.2335820757001272,77.3075388015655,normal
57.3,23.351,18.49954954406548,663.4220124978268,normal
82.4,25.326,7.456540752922899,250.75938001731194,normal
88.1,24.666999999999998,3.1073389830457114,86.68724114757475,normal
81.3,22.737,3.2676869155073254,91.38569058908755,normal
42.2,18.864,12.58570617804182,414.1546141774162,normal
45.5,22.107,2.4608038433722332,112.19630613844251,normal
44.9,21.84,3.1780497164141406,145.19488818672494,normal
48.3,23.416999999999998,1.70293863659264,84.60896984231505,normal
48.4,23.551,1.6465452046971292,77.17577340072467,normal
48.5,23.583000000000002,1.7795130420052185,83.54247090219708,normal
46.5,22.603,2.223610677354389,92.49270241483919,normal
45.2,21.804000000000002,3.794733192202055,221.78277660810363,normal
14.7,12.450999999999999,14.071642090072897,441.5375786196837,normal
40.9,21.349,9.503800409426864,315.5159619135333,normal
34.3,16.538,5.417051268397268,283.6848016138099,normal
15.0,15.012,10.1762250149825,480.9088155657878,normal
10.4,14.331,7.933053216343209,394.46291193075285,normal
28.3,22.186,11.470251377658062,697.8424209264184,normal
34.9,18.654,9.620002310002032,400.33602552522467,normal
36.1,17.555999999999997,3.2812599206199233,157.3871376927324,normal
37.2,18.004,6.8443001427789865,366.1232943513246,normal
12.10237792431694,17.739485460427332,12.366285040034661,739.0278283821062,normal
37.1,18.176,2.5144029554194813,140.24755890131485,normal
34.5,18.817,8.64420165325996,667.0833780970212,normal
34.4,19.612000000000002,9.070097390142328,501.9441757362621,normal
32.5,19.633,12.642520845675254,530.9216410063625,normal
32.7,19.299,12.745805410234206,473.7625870506122,normal
34.0,21.393,12.507775359529147,493.9251067835195,normal
21.3,15.429,9.764447984624859,459.0774444470127,normal
19.9,16.336,6.2441083341730135,395.26255690223036,normal
23.6,17.552,17.134759992483115,715.0943682868406,normal
39.9,21.039,7.781031065639337,324.22675535632294,normal
30.2,16.13,18.960778230629437,721.1786648720737,normal
26.6,21.268,4.835057163858332,382.89070096946585,normal
16.7,16.382,12.927576038152791,631.2243482136741,normal
26.2,23.084,12.89961239727768,502.27619670633186,normal
30.9,16.355,11.62803126548562,459.38999408636084,normal
11.954880041874585,11.822591389375459,8.661761359979634,472.6266030837877,normal
49.2,23.835,2.780887148615228,131.8823128567453,normal
44.0,21.48,5.270462766947299,240.60340812216273,normal
44.7,21.756999999999998,3.560586718193756,165.51001983767227,normal
29.9,19.745,8.736259051918173,639.7829927231403,normal
42.8,20.86,11.669523459755235,543.2697304286334,normal
43.7,24.014,9.978309810116475,164.41357067536188,normal
37.45220982633968,22.001270449110713,9.81916005616345,276.25341801011785,normal
47.1,22.905,1.286683937707919,59.05223676260423,normal
45.7,22.201999999999998,4.4234225060089685,215.47044138607762,normal
43.1,21.677,7.2180329730474355,436.24943170927645,normal
47.1,22.95,4.653553003411002,224.0302558931618,normal
29.7,19.45,9.165757530674217,595.5863590707154,normal
20.1,18.456,11.189777080492314,491.108541974175,normal
18.8,18.892,12.994015716646045,669.2627452818678,normal
20.0,17.734,8.192137151629671,569.8064388700585,normal
19.0,17.441,12.525529485370624,660.230170302583,normal
9.5,13.202,6.93221144769514,650.691222214244,normal
21.1,16.622,11.845768114488068,559.9674196871734,normal
21.5,18.025,8.127456893491072,508.18178068701184,normal
38.6,22.881,4.857983120596447,334.4569229861049,normal
16.63072473770197,15.815669154656671,12.10260685208332,728.847760070896,normal
23.8,17.902,7.390684827688313,542.718629780765,normal
30.8,18.201,15.668794181784095,522.0130798701845,normal
9.6,16.759,10.189319026422826,599.698711391349,normal
19.2,19.583,15.024424559141469,687.1260680059615,normal
36.2,20.137,7.450577904505872,228.53497179498225,normal
5.4,12.484000000000002,11.529671865813587,396.1753820384772,normal
17.6,17.754,11.364662579925353,551.7300467116545,normal
16.0,16.69,12.454361128179603,649.1045113590466,normal
35.1,20.391,12.296792716440784,346.80588550689595,normal
14.2,12.173,4.5166359162544865,225.10049607527154,normal
17.3,14.119000000000002,2.6267851073127395,120.63853263180697,normal
19.5,15.708,5.948856099191582,452.6018117506822,normal
15.7,12.645999999999999,9.499122766515512,286.55431907018567,normal
28.5,19.576,10.977249200050075,790.4309935443799,normal
18.9,18.226,11.685223337379755,571.793707944084,normal
37.9,19.605999999999998,1.5238839267549948,328.5487279942911,normal
34.0,19.156,10.677078252031311,517.0334611995629,normal
45.4,23.239,5.420127099780759,361.5360593664513,normal
43.4,15.948,8.934328302800509,258.1570581383873,normal
32.5,17.588,8.784455968736292,462.0552636499953,normal
44.1,21.166999999999998,2.378141197564929,147.43665306383846,normal
47.9,18.660999999999998,3.725288952252936,323.34448434379635,normal
43.2,18.278,6.957010852370434,440.7828389480597,normal
41.5,20.195999999999998,7.919736247011148,383.911795425286,normal
39.3,20.86,10.52035064899349,538.0815716764306,normal
32.0,17.624000000000002,7.46845216746936,339.9392756230311,normal
46.5,22.642,4.403281604540969,203.77809281449052,normal
39.6,20.276,9.834180754445747,276.64666594372284,normal
40.0,20.933000000000003,7.817359599705716,408.6772837120045,normal
36.5,18.368,7.8351061823621055,450.4589758112151,normal
37.50075334052348,17.726402872121287,38.98314525270701,852.1046479914266,normal
88.9,24.91,0.8755950357709131,22.186081723058315,normal
58.8,19.833,26.827846229865962,500.7605437953576,normal
69.7,26.921,14.78024206687954,222.38127918809474,normal
64.0,23.921999999999997,14.817407180595245,614.3540058015773,normal
65.2,21.511999999999997,14.148419621207797,736.6498942283686,normal
73.6,25.685,18.963122105813696,214.63729095072614,normal
87.2,24.461,2.485513584307633,67.76503523204278,normal
62.47273719042384,22.03689304080397,20.988131587828434,790.1305056979918,normal
87.9,24.622,1.911950719959998,53.126264690828776,normal
87.9,24.533,1.9692073983655904,53.061913522475486,normal
64.1,20.455,25.950594084400716,446.0194938440347,normal
47.1,24.104,4.909175083453431,266.63341459347845,normal
47.5,23.081,3.5355339059327378,164.7769199048621,normal
44.7,22.636,5.831904586934796,372.9439040332414,normal
47.5,22.028000000000002,4.169998667732268,499.1505673530672,normal
39.9,21.421,5.466056876558986,403.4163688630726,normal
22.4,16.44,13.426342266852378,571.0864888769281,normal
43.4,18.57,10.319345371140987,449.1693568255866,normal
39.9,17.942999999999998,15.849640724985255,428.22217753560284,normal
33.1,17.930999999999997,12.096372275282462,513.2769341311872,normal
36.8,19.357,6.81175454637056,550.4475048136339,normal
24.9,14.168,19.069754994638906,597.4504721453208,normal
7.8,12.0,12.443650768341437,518.5634001739807,normal
34.9,18.564,14.12995242580652,650.9258705020787,normal
35.2,22.712,5.6134758493389025,607.4642742124383,normal
34.6,16.75,10.101705026600433,539.0495751268564,normal
24.130617697285622,14.905590779879008,13.145288792808472,592.478872399975,normal
44.4,21.438000000000002,5.581716183715861,263.3151048543255,normal
40.2,21.235,16.362558887085275,626.6280573212647,normal
79.5,27.086,5.233439489369194,262.8807080534185,normal
87.1,24.444000000000003,2.3309511649396115,59.744269832158615,normal
87.9,24.605,1.728840330651992,51.39228217025069,normal
82.1,23.563000000000002,4.254409477236529,137.8961364376988,normal
86.8,25.340999999999998,4.1041983924323695,152.08436985948146,normal
73.4,19.707,20.00111108024863,701.9897197727803,normal
52.9,23.646,15.430489298787643,667.8731083738055,normal
72.6,23.136999999999997,10.75174404457249,206.11703795012514,normal
73.6,19.869,13.28491207682192,517.2011106802545,normal
67.8,25.686999999999998,16.831187982103014,368.0827352647771,normal
62.0,25.453000000000003,16.659998666133067,550.1262582353255,normal
70.2,21.44,22.049439398265385,744.3816225566023,normal
64.2,26.340999999999998,18.023441526091638,159.76680923562733,normal
78.8,22.268,12.191071414039959,529.5074860450774,normal
58.1,25.516,26.551626859552105,705.846568156124,normal
84.0,23.523000000000003,2.788866755113585,70.64315646653648,normal
81.6,22.846999999999998,4.087922591134904,105.6314873089985,normal
61.5,22.715999999999998,20.85532172958366,473.4605932211606,normal
36.5,22.3,10.352133435513023,498.0104862796008,normal
36.1,23.927,8.279157230325103,703.1334708131719,normal
27.383353579730272,19.145774251232353,13.823229949544492,696.8421724587018,normal
26.7,21.193,4.372896319628699,351.48575125221413,normal
23.6,18.785999999999998,3.134042472944842,251.80247991012496,normal
26.5,20.926,4.600724580614087,365.88134081359703,normal
24.7,20.671999999999997,9.95601437434791,646.2022043361419,normal
29.4,23.971,7.4266786355379315,564.2703154418889,normal
34.4,20.464000000000002,12.790621564255586,475.69929810986923,normal
46.9,22.820999999999998,2.6012817353502227,139.6562844192046,normal
46.2,22.465,3.155242550986462,160.9024894497009,normal
48.3,23.443,1.888562063228706,93.73728061864061,normal
44.2,21.514,4.7093288033198295,224.7463755732967,normal
34.1,21.301,5.70477382938574,448.98019010988793,normal
41.4,20.01,2.716206504995115,122.99051453940123,normal
37.7,18.194000000000003,4.547282460742655,219.7969770290554,normal
46.2,22.386999999999997,3.3928028399998595,165.728057035883,normal
47.9,23.488000000000003,3.7549966711037177,199.72525573341437,normal
53.7,29.548000000000002,16.04195887179756,425.8903875672967,normal
43.8,22.785999999999998,14.443760667576234,644.9847887956566,normal
70.6,25.385,15.80576547409907,311.50682175515834,normal
81.1,22.675,8.478076301719499,237.03644820528714,normal
55.6,20.331,20.651607416588398,673.1578071547067,normal
85.1,24.993000000000002,1.8529256146249728,201.3399833338845,normal
89.3,25.019000000000002,1.3374935098492586,39.42207503417343,normal
77.4,21.717,5.777350411544878,169.41471141682013,normal
83.5,23.421999999999997,3.0276503540974917,77.56115866420082,normal
56.1,22.046,22.03759414172871,656.6470724657026,normal
48.9,23.795,1.8529256146249728,89.87800373592837,normal
49.2,23.936,0.7888106377466155,32.524179039942304,normal
36.8,21.566999999999997,7.360555534589612,665.1551281050492,normal
35.2,24.035999999999998,3.8815804341359033,593.9514009299638,normal
46.9,22.864,3.8137179293236207,179.60339021794042,normal
37.1,19.660999999999998,10.556198810809379,463.7663324467518,normal
41.2,21.253,4.541169697580373,254.28682405679004,normal
29.8,15.494000000000002,17.151611521305448,588.5219150077968,normal
18.3,15.949000000000002,13.589620221984784,570.4509814368122,normal
38.8,21.173000000000002,6.44291169511977,439.39758002671493,normal
29.1,20.737,20.403975647461998,693.220030806317,normal
41.7,20.499000000000002,5.518655230720212,249.053519460287,normal
44.5,21.592,2.8382310609877335,134.1258115849941,normal
37.0,18.717,11.775681155103795,461.7231132760557,normal
48.9,23.823,0.8755950357709131,39.37300259484071,normal
35.5,20.276,11.993053545004013,583.3903210258692,normal
31.1,17.993,10.148344145174073,539.8586337592875,normal
42.5,23.66,7.947746011710909,260.78769568793354,normal
26.2,18.051,19.007600818853728,668.2270821609472,normal
25.2,22.438000000000002,17.29354407478891,743.5721290575052,normal
13.966777749298288,17.40401650795376,24.5749893086106,917.273104201841,normal
34.2,23.088,8.753412033157254,767.878723063306,normal
38.4,23.274,7.396695959082752,583.5082023607057,normal
40.3,19.92,3.4657049948186747,135.39407503859078,normal
41.2,20.084,3.521363372331802,183.411013845952,normal
37.6,18.905,11.500724614852174,504.98762361071783,normal
41.3,24.243000000000002,7.439384681843281,325.2175511185636,normal
84.1,25.254,3.6347092196090616,239.30417649696147,normal
40.156514619786996,23.72832803012035,8.706737740686128,629.4403220004306,normal
42.3,20.518,7.30372811955952,430.41034683969514,normal
38.6,23.094,8.514040691051981,526.3231369077788,normal
16.3,15.892000000000001,9.684466370889462,469.4644229805326,normal
19.4,18.65,11.117553687749837,509.9697158764539,normal
25.8,19.45,6.892830413633511,692.8281813616481,normal
22.6,18.046,4.765617600176404,353.72531716008115,normal
8.0,13.398,2.494438257849294,365.33023113038126,normal
25.7,20.148,7.674633541739958,647.9891631466961,normal
10.4,12.831,13.777598565142702,687.961634912232,normal
13.1,15.432,14.798273172532289,760.3148178368104,normal
36.0,17.652,2.0548046676563256,99.39572984344504,normal
25.2,12.334000000000001,4.802776974487434,200.1905758687623,normal
37.4,18.191,3.062315754094894,148.2726092933778,normal
39.5,18.897000000000002,8.9473770209797,500.37809038099715,normal
47.5,23.12,4.196559437338057,206.27274285383527,normal
43.8,21.323,3.32665998663324,168.0807015163318,normal
48.1,23.429000000000002,2.4698178070456938,132.8377874619183,normal
44.8,21.735,2.6161889160464775,126.21256320632709,normal
36.8,17.823,4.1041983924323695,179.7424391857539,normal
41.0,19.945999999999998,5.0771820705759385,252.2015067361811,normal
37.0,19.535,5.696002496878354,445.57285225501187,normal
43.6,24.178,5.037636129950016,400.8254815585789,normal
37.2,21.613000000000003,7.223418704310154,335.09967008173686,normal
54.8,21.112,13.97458009705082,522.6041204072799,normal
55.7,21.543000000000003,12.055888372262096,574.0081397022558,normal
80.0,24.549,4.898979485566356,180.37457938658898,normal
61.3,19.824,19.73744326569849,667.2702600895682,normal
85.3,25.046,3.973523485382827,178.81660375305694,normal
82.7,23.154,1.636391694484477,45.37791925105817,normal
81.0,22.695999999999998,2.748737083745107,79.25654547102089,normal
89.0,24.985,2.748737083745107,58.2756858008171,normal
89.6,25.116,0.8432740427115678,32.86741040402585,normal
75.3,21.165,19.647165472686158,521.5716100828768,normal
31.7,15.664000000000001,12.596736790843007,546.9761725462394,normal
36.744940972516034,22.998083215075113,8.276217889384897,229.67943645134514,normal
27.9,19.151,12.573782247199924,752.7927927981835,normal
37.7,20.480999999999998,14.150382798120104,662.7048027255843,normal
35.5,20.552,9.395625459636936,484.9670779204158,normal
40.3,20.392,3.3681514877517675,319.35448781704775,normal
36.6,21.649,5.037636129950016,586.1680551590038,normal
17.064707558383304,13.991454285259865,8.868831254839865,589.7431646136963,normal
30.666649713687697,16.315580435826643,26.192882481405544,1418.4847451017154,normal
34.5,20.807,15.123565129367554,544.2550566293957,normal
16.6,18.63,8.289216555930428,583.3102852589597,normal
34.7,27.229,2.263232692902394,188.52907232337168,normal
36.1,20.148,10.908202825804482,504.74675718511446,normal
40.8,20.855,10.747609553343064,548.6571991892772,normal
41.5,24.438000000000002,6.587024281789835,311.3564588127962,normal
38.2,19.66,8.829244336609761,483.786913607404,normal
32.0,16.406,7.586537784494028,323.5748925845624,normal
23.4,19.708,11.946175585144859,812.8431309641212,normal
19.2,17.174,10.368756488176926,593.9396153370027,normal
27.5,16.273,9.629237883769527,398.69371424412725,normal
34.9,18.701,8.438667614683677,371.6636621702178,normal
31.1,19.026,12.224292753911506,467.4757747734101,normal
37.6,18.524,14.268847185389575,600.9304267365548,normal
34.0,20.287,13.063945294843617,443.22004818274087,normal
24.5,16.686,17.488091186099567,507.1890289735289,normal
48.46881902387164,22.132830659129322,28.949083570098693,767.2005507847999,normal
84.4,23.68,1.6465452046971292,51.37444241384361,normal
86.9,24.344,0.9944289260117533,21.613781611637414,normal
60.3,21.199,27.36603734558586,656.2180277925927,normal
76.6,24.741999999999997,9.811557810392122,211.95796228917132,normal
87.5,24.546999999999997,1.35400640077266,35.63721525471808,normal
83.7,23.418000000000003,4.738729318662921,136.48752486745607,normal
65.8,21.775,25.16964662269042,516.3958967906525,normal
69.5,25.503,13.778001790293589,333.1549689458846,normal
47.8,18.741,21.91802910847597,671.261904508549,normal
72.8,23.55,7.800284895082002,278.3463070828616,normal
64.3,23.883000000000003,21.029344576884306,390.70024030934223,normal
86.5,24.228,2.4608038433722332,64.95605351996755,normal
55.8,17.519000000000002,22.280035906613797,554.6781749607404,normal
60.7,21.71,13.784451788559135,267.41603043447736,normal
36.8,14.491,39.636683345944405,678.1775332954245,normal
6.7,12.753,8.260347046785222,410.9601359418372,normal
33.8,17.480999999999998,5.553777493242275,287.28207199351806,normal
31.9,17.906,4.121757985239901,300.7779542748733,normal
10.4,14.004000000000001,10.68955876856789,514.928301373653,normal
19.6,14.11,7.229568912920511,359.04162556573976,normal
23.3,18.558,4.738729318662921,378.2312050114909,normal
24.5,19.741,4.696334267868457,355.1417400919745,normal
33.0,23.704,4.944132324730441,355.00021909226416,normal
45.4,22.105,2.7568097504180447,122.94285031852989,normal
47.4,22.939,1.349897115421106,56.91016312282602,normal
40.6,19.715999999999998,3.777124126457412,182.94577217185304,normal
